Command: /home/users7/kg867678/527LSP22/Lab10/./simv -l log10.log
Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-2_Full64; Runtime version N-2017.12-SP2-2_Full64;  May 15 23:27 2022
VCD+ Writer N-2017.12-SP2-2_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
Writing data..................................
Clk = 0, re_wr = 0, rst_n = 0, data =   1,  full = 0, empty = 0, data_out =   x                   0
Clk = 0, re_wr = 0, rst_n = 1, data =  59,  full = 0, empty = 1, data_out =  57              159500
Clk = 1, re_wr = 0, rst_n = 1, data =  59,  full = 0, empty = 1, data_out =  57              159550
Clk = 1, re_wr = 0, rst_n = 1, data =  59,  full = 0, empty = 1, data_out =  58              159551
Clk = 0, re_wr = 0, rst_n = 1, data =  60,  full = 0, empty = 1, data_out =  58              159600
Clk = 1, re_wr = 0, rst_n = 1, data =  60,  full = 0, empty = 1, data_out =  58              159650
Clk = 1, re_wr = 0, rst_n = 1, data =  60,  full = 0, empty = 1, data_out =  59              159651
Clk = 0, re_wr = 0, rst_n = 1, data =  61,  full = 0, empty = 1, data_out =  59              159700
Clk = 1, re_wr = 0, rst_n = 1, data =  61,  full = 0, empty = 1, data_out =  59              159750
Clk = 1, re_wr = 0, rst_n = 1, data =  61,  full = 0, empty = 1, data_out =  60              159751
Clk = 0, re_wr = 0, rst_n = 1, data =  62,  full = 0, empty = 1, data_out =  60              159800
Clk = 1, re_wr = 0, rst_n = 1, data =  62,  full = 0, empty = 1, data_out =  60              159850
Clk = 1, re_wr = 0, rst_n = 1, data =  62,  full = 0, empty = 1, data_out =  61              159851
Clk = 0, re_wr = 0, rst_n = 1, data =  63,  full = 0, empty = 1, data_out =  61              159900
Clk = 1, re_wr = 0, rst_n = 1, data =  63,  full = 0, empty = 1, data_out =  61              159950
Clk = 1, re_wr = 0, rst_n = 1, data =  63,  full = 0, empty = 1, data_out =  62              159951
Clk = 0, re_wr = 0, rst_n = 1, data =  64,  full = 0, empty = 1, data_out =  62              160000
Clk = 1, re_wr = 0, rst_n = 1, data =  64,  full = 0, empty = 1, data_out =  62              160050
Clk = 1, re_wr = 0, rst_n = 1, data =  64,  full = 0, empty = 1, data_out =  63              160051
Clk = 0, re_wr = 0, rst_n = 1, data =  65,  full = 0, empty = 1, data_out =  63              160100
Clk = 1, re_wr = 0, rst_n = 1, data =  65,  full = 0, empty = 1, data_out =  63              160150
Clk = 1, re_wr = 0, rst_n = 1, data =  65,  full = 0, empty = 1, data_out =  64              160151
Clk = 0, re_wr = 0, rst_n = 1, data =  66,  full = 0, empty = 1, data_out =  64              160200
Clk = 1, re_wr = 0, rst_n = 1, data =  66,  full = 0, empty = 1, data_out =  64              160250
Clk = 1, re_wr = 0, rst_n = 1, data =  66,  full = 0, empty = 1, data_out =  65              160251
Clk = 0, re_wr = 0, rst_n = 1, data =  67,  full = 0, empty = 1, data_out =  65              160300
Clk = 1, re_wr = 0, rst_n = 1, data =  67,  full = 0, empty = 1, data_out =  65              160350
Clk = 1, re_wr = 0, rst_n = 1, data =  67,  full = 0, empty = 1, data_out =  66              160351
Clk = 0, re_wr = 0, rst_n = 1, data =  68,  full = 0, empty = 1, data_out =  66              160400
Clk = 1, re_wr = 0, rst_n = 1, data =  68,  full = 0, empty = 1, data_out =  66              160450
Clk = 1, re_wr = 0, rst_n = 1, data =  68,  full = 0, empty = 1, data_out =  67              160451
Clk = 0, re_wr = 0, rst_n = 1, data =  69,  full = 0, empty = 1, data_out =  67              160500
Clk = 1, re_wr = 0, rst_n = 1, data =  69,  full = 0, empty = 1, data_out =  67              160550
Clk = 1, re_wr = 0, rst_n = 1, data =  69,  full = 0, empty = 1, data_out =  68              160551
Clk = 0, re_wr = 0, rst_n = 1, data =  70,  full = 0, empty = 1, data_out =  68              160600
Clk = 1, re_wr = 0, rst_n = 1, data =  70,  full = 0, empty = 1, data_out =  68              160650
Clk = 1, re_wr = 0, rst_n = 1, data =  70,  full = 0, empty = 1, data_out =  69              160651
Clk = 0, re_wr = 0, rst_n = 1, data =  71,  full = 0, empty = 1, data_out =  69              160700
Clk = 1, re_wr = 0, rst_n = 1, data =  71,  full = 0, empty = 1, data_out =  69              160750
Clk = 1, re_wr = 0, rst_n = 1, data =  71,  full = 0, empty = 1, data_out =  70              160751
Clk = 0, re_wr = 0, rst_n = 1, data =  72,  full = 0, empty = 1, data_out =  70              160800
Clk = 1, re_wr = 0, rst_n = 1, data =  72,  full = 0, empty = 1, data_out =  70              160850
Clk = 1, re_wr = 0, rst_n = 1, data =  72,  full = 0, empty = 1, data_out =  71              160851
Clk = 0, re_wr = 0, rst_n = 1, data =  73,  full = 0, empty = 1, data_out =  71              160900
Clk = 1, re_wr = 0, rst_n = 1, data =  73,  full = 0, empty = 1, data_out =  71              160950
Clk = 1, re_wr = 0, rst_n = 1, data =  73,  full = 0, empty = 1, data_out =  72              160951
Clk = 0, re_wr = 0, rst_n = 1, data =  74,  full = 0, empty = 1, data_out =  72              161000
Clk = 1, re_wr = 0, rst_n = 1, data =  74,  full = 0, empty = 1, data_out =  72              161050
Clk = 1, re_wr = 0, rst_n = 1, data =  74,  full = 0, empty = 1, data_out =  73              161051
Clk = 0, re_wr = 0, rst_n = 1, data =  75,  full = 0, empty = 1, data_out =  73              161100
Clk = 1, re_wr = 0, rst_n = 1, data =  75,  full = 0, empty = 1, data_out =  73              161150
Clk = 1, re_wr = 0, rst_n = 1, data =  75,  full = 0, empty = 1, data_out =  74              161151
Clk = 0, re_wr = 0, rst_n = 1, data =  76,  full = 0, empty = 1, data_out =  74              161200
Clk = 1, re_wr = 0, rst_n = 1, data =  76,  full = 0, empty = 1, data_out =  74              161250
Clk = 1, re_wr = 0, rst_n = 1, data =  76,  full = 0, empty = 1, data_out =  75              161251
Clk = 0, re_wr = 0, rst_n = 1, data =  77,  full = 0, empty = 1, data_out =  75              161300
Clk = 1, re_wr = 0, rst_n = 1, data =  77,  full = 0, empty = 1, data_out =  75              161350
Clk = 1, re_wr = 0, rst_n = 1, data =  77,  full = 0, empty = 1, data_out =  76              161351
Clk = 0, re_wr = 0, rst_n = 1, data =  78,  full = 0, empty = 1, data_out =  76              161400
Clk = 1, re_wr = 0, rst_n = 1, data =  78,  full = 0, empty = 1, data_out =  76              161450
Clk = 1, re_wr = 0, rst_n = 1, data =  78,  full = 0, empty = 1, data_out =  77              161451
Clk = 0, re_wr = 0, rst_n = 1, data =  79,  full = 0, empty = 1, data_out =  77              161500
Clk = 1, re_wr = 0, rst_n = 1, data =  79,  full = 0, empty = 1, data_out =  77              161550
Clk = 1, re_wr = 0, rst_n = 1, data =  79,  full = 0, empty = 1, data_out =  78              161551
Clk = 0, re_wr = 0, rst_n = 1, data =  80,  full = 0, empty = 1, data_out =  78              161600
Clk = 1, re_wr = 0, rst_n = 1, data =  80,  full = 0, empty = 1, data_out =  78              161650
Clk = 1, re_wr = 0, rst_n = 1, data =  80,  full = 0, empty = 1, data_out =  79              161651
Clk = 0, re_wr = 0, rst_n = 1, data =  81,  full = 0, empty = 1, data_out =  79              161700
Clk = 1, re_wr = 0, rst_n = 1, data =  81,  full = 0, empty = 1, data_out =  79              161750
Clk = 1, re_wr = 0, rst_n = 1, data =  81,  full = 0, empty = 1, data_out =  80              161751
Clk = 0, re_wr = 0, rst_n = 1, data =  82,  full = 0, empty = 1, data_out =  80              161800
Clk = 1, re_wr = 0, rst_n = 1, data =  82,  full = 0, empty = 1, data_out =  80              161850
Clk = 1, re_wr = 0, rst_n = 1, data =  82,  full = 0, empty = 1, data_out =  81              161851
Clk = 0, re_wr = 0, rst_n = 1, data =  83,  full = 0, empty = 1, data_out =  81              161900
Clk = 1, re_wr = 0, rst_n = 1, data =  83,  full = 0, empty = 1, data_out =  81              161950
Clk = 1, re_wr = 0, rst_n = 1, data =  83,  full = 0, empty = 1, data_out =  82              161951
Clk = 0, re_wr = 0, rst_n = 1, data =  84,  full = 0, empty = 1, data_out =  82              162000
Clk = 1, re_wr = 0, rst_n = 1, data =  84,  full = 0, empty = 1, data_out =  82              162050
Clk = 1, re_wr = 0, rst_n = 1, data =  84,  full = 0, empty = 1, data_out =  83              162051
Clk = 0, re_wr = 0, rst_n = 1, data =  85,  full = 0, empty = 1, data_out =  83              162100
Clk = 1, re_wr = 0, rst_n = 1, data =  85,  full = 0, empty = 1, data_out =  83              162150
Clk = 1, re_wr = 0, rst_n = 1, data =  85,  full = 0, empty = 1, data_out =  84              162151
Clk = 0, re_wr = 0, rst_n = 1, data =  86,  full = 0, empty = 1, data_out =  84              162200
Clk = 1, re_wr = 0, rst_n = 1, data =  86,  full = 0, empty = 1, data_out =  84              162250
Clk = 1, re_wr = 0, rst_n = 1, data =  86,  full = 0, empty = 1, data_out =  85              162251
Clk = 0, re_wr = 0, rst_n = 1, data =  87,  full = 0, empty = 1, data_out =  85              162300
Clk = 1, re_wr = 0, rst_n = 1, data =  87,  full = 0, empty = 1, data_out =  85              162350
Clk = 1, re_wr = 0, rst_n = 1, data =  87,  full = 0, empty = 1, data_out =  86              162351
Clk = 0, re_wr = 0, rst_n = 1, data =  88,  full = 0, empty = 1, data_out =  86              162400
Clk = 1, re_wr = 0, rst_n = 1, data =  88,  full = 0, empty = 1, data_out =  86              162450
Clk = 1, re_wr = 0, rst_n = 1, data =  88,  full = 0, empty = 1, data_out =  87              162451
Clk = 0, re_wr = 0, rst_n = 1, data =  89,  full = 0, empty = 1, data_out =  87              162500
Clk = 1, re_wr = 0, rst_n = 1, data =  89,  full = 0, empty = 1, data_out =  87              162550
Clk = 1, re_wr = 0, rst_n = 1, data =  89,  full = 0, empty = 1, data_out =  88              162551
Clk = 0, re_wr = 0, rst_n = 1, data =  90,  full = 0, empty = 1, data_out =  88              162600
Clk = 1, re_wr = 0, rst_n = 1, data =  90,  full = 0, empty = 1, data_out =  88              162650
Clk = 1, re_wr = 0, rst_n = 1, data =  90,  full = 0, empty = 1, data_out =  89              162651
Clk = 0, re_wr = 0, rst_n = 1, data =  91,  full = 0, empty = 1, data_out =  89              162700
Clk = 1, re_wr = 0, rst_n = 1, data =  91,  full = 0, empty = 1, data_out =  89              162750
Clk = 1, re_wr = 0, rst_n = 1, data =  91,  full = 0, empty = 1, data_out =  90              162751
Clk = 0, re_wr = 0, rst_n = 1, data =  92,  full = 0, empty = 1, data_out =  90              162800
Clk = 1, re_wr = 0, rst_n = 1, data =  92,  full = 0, empty = 1, data_out =  90              162850
Clk = 1, re_wr = 0, rst_n = 1, data =  92,  full = 0, empty = 1, data_out =  91              162851
Clk = 0, re_wr = 0, rst_n = 1, data =  93,  full = 0, empty = 1, data_out =  91              162900
Clk = 1, re_wr = 0, rst_n = 1, data =  93,  full = 0, empty = 1, data_out =  91              162950
Clk = 1, re_wr = 0, rst_n = 1, data =  93,  full = 0, empty = 1, data_out =  92              162951
Clk = 0, re_wr = 0, rst_n = 1, data =  94,  full = 0, empty = 1, data_out =  92              163000
Clk = 1, re_wr = 0, rst_n = 1, data =  94,  full = 0, empty = 1, data_out =  92              163050
Clk = 1, re_wr = 0, rst_n = 1, data =  94,  full = 0, empty = 1, data_out =  93              163051
Clk = 0, re_wr = 0, rst_n = 1, data =  95,  full = 0, empty = 1, data_out =  93              163100
Clk = 1, re_wr = 0, rst_n = 1, data =  95,  full = 0, empty = 1, data_out =  93              163150
Clk = 1, re_wr = 0, rst_n = 1, data =  95,  full = 0, empty = 1, data_out =  94              163151
Clk = 0, re_wr = 0, rst_n = 1, data =  96,  full = 0, empty = 1, data_out =  94              163200
Clk = 1, re_wr = 0, rst_n = 1, data =  96,  full = 0, empty = 1, data_out =  94              163250
Clk = 1, re_wr = 0, rst_n = 1, data =  96,  full = 0, empty = 1, data_out =  95              163251
Clk = 0, re_wr = 0, rst_n = 1, data =  97,  full = 0, empty = 1, data_out =  95              163300
Clk = 1, re_wr = 0, rst_n = 1, data =  97,  full = 0, empty = 1, data_out =  95              163350
Clk = 1, re_wr = 0, rst_n = 1, data =  97,  full = 0, empty = 1, data_out =  96              163351
Clk = 0, re_wr = 0, rst_n = 1, data =  98,  full = 0, empty = 1, data_out =  96              163400
Clk = 1, re_wr = 0, rst_n = 1, data =  98,  full = 0, empty = 1, data_out =  96              163450
Clk = 1, re_wr = 0, rst_n = 1, data =  98,  full = 0, empty = 1, data_out =  97              163451
Clk = 0, re_wr = 0, rst_n = 1, data =  99,  full = 0, empty = 1, data_out =  97              163500
Clk = 1, re_wr = 0, rst_n = 1, data =  99,  full = 0, empty = 1, data_out =  97              163550
Clk = 1, re_wr = 0, rst_n = 1, data =  99,  full = 0, empty = 1, data_out =  98              163551
Clk = 0, re_wr = 0, rst_n = 1, data = 100,  full = 0, empty = 1, data_out =  98              163600
Clk = 1, re_wr = 0, rst_n = 1, data = 100,  full = 0, empty = 1, data_out =  98              163650
Clk = 1, re_wr = 0, rst_n = 1, data = 100,  full = 0, empty = 1, data_out =  99              163651
Clk = 0, re_wr = 0, rst_n = 1, data = 101,  full = 0, empty = 1, data_out =  99              163700
Clk = 1, re_wr = 0, rst_n = 1, data = 101,  full = 0, empty = 1, data_out =  99              163750
Clk = 1, re_wr = 0, rst_n = 1, data = 101,  full = 0, empty = 1, data_out = 100              163751
Clk = 0, re_wr = 0, rst_n = 1, data = 102,  full = 0, empty = 1, data_out = 100              163800
Clk = 1, re_wr = 0, rst_n = 1, data = 102,  full = 0, empty = 1, data_out = 100              163850
Clk = 1, re_wr = 0, rst_n = 1, data = 102,  full = 0, empty = 1, data_out = 101              163851
Clk = 0, re_wr = 0, rst_n = 1, data = 103,  full = 0, empty = 1, data_out = 101              163900
Clk = 1, re_wr = 0, rst_n = 1, data = 103,  full = 0, empty = 1, data_out = 101              163950
Clk = 1, re_wr = 0, rst_n = 1, data = 103,  full = 0, empty = 1, data_out = 102              163951
Clk = 0, re_wr = 0, rst_n = 1, data = 104,  full = 0, empty = 1, data_out = 102              164000
Clk = 1, re_wr = 0, rst_n = 1, data = 104,  full = 0, empty = 1, data_out = 102              164050
Clk = 1, re_wr = 0, rst_n = 1, data = 104,  full = 0, empty = 1, data_out = 103              164051
Clk = 0, re_wr = 0, rst_n = 1, data = 105,  full = 0, empty = 1, data_out = 103              164100
Clk = 1, re_wr = 0, rst_n = 1, data = 105,  full = 0, empty = 1, data_out = 103              164150
Clk = 1, re_wr = 0, rst_n = 1, data = 105,  full = 0, empty = 1, data_out = 104              164151
Clk = 0, re_wr = 0, rst_n = 1, data = 106,  full = 0, empty = 1, data_out = 104              164200
Clk = 1, re_wr = 0, rst_n = 1, data = 106,  full = 0, empty = 1, data_out = 104              164250
Clk = 1, re_wr = 0, rst_n = 1, data = 106,  full = 0, empty = 1, data_out = 105              164251
Clk = 0, re_wr = 0, rst_n = 1, data = 107,  full = 0, empty = 1, data_out = 105              164300
Clk = 1, re_wr = 0, rst_n = 1, data = 107,  full = 0, empty = 1, data_out = 105              164350
Clk = 1, re_wr = 0, rst_n = 1, data = 107,  full = 0, empty = 1, data_out = 106              164351
Clk = 0, re_wr = 0, rst_n = 1, data = 108,  full = 0, empty = 1, data_out = 106              164400
Clk = 1, re_wr = 0, rst_n = 1, data = 108,  full = 0, empty = 1, data_out = 106              164450
Clk = 1, re_wr = 0, rst_n = 1, data = 108,  full = 0, empty = 1, data_out = 107              164451
Clk = 0, re_wr = 0, rst_n = 1, data = 109,  full = 0, empty = 1, data_out = 107              164500
Clk = 1, re_wr = 0, rst_n = 1, data = 109,  full = 0, empty = 1, data_out = 107              164550
Clk = 1, re_wr = 0, rst_n = 1, data = 109,  full = 0, empty = 1, data_out = 108              164551
Clk = 0, re_wr = 0, rst_n = 1, data = 110,  full = 0, empty = 1, data_out = 108              164600
Clk = 1, re_wr = 0, rst_n = 1, data = 110,  full = 0, empty = 1, data_out = 108              164650
Clk = 1, re_wr = 0, rst_n = 1, data = 110,  full = 0, empty = 1, data_out = 109              164651
Clk = 0, re_wr = 0, rst_n = 1, data = 111,  full = 0, empty = 1, data_out = 109              164700
Clk = 1, re_wr = 0, rst_n = 1, data = 111,  full = 0, empty = 1, data_out = 109              164750
Clk = 1, re_wr = 0, rst_n = 1, data = 111,  full = 0, empty = 1, data_out = 110              164751
Clk = 0, re_wr = 0, rst_n = 1, data = 112,  full = 0, empty = 1, data_out = 110              164800
Clk = 1, re_wr = 0, rst_n = 1, data = 112,  full = 0, empty = 1, data_out = 110              164850
Clk = 1, re_wr = 0, rst_n = 1, data = 112,  full = 0, empty = 1, data_out = 111              164851
Clk = 0, re_wr = 0, rst_n = 1, data = 113,  full = 0, empty = 1, data_out = 111              164900
Clk = 1, re_wr = 0, rst_n = 1, data = 113,  full = 0, empty = 1, data_out = 111              164950
Clk = 1, re_wr = 0, rst_n = 1, data = 113,  full = 0, empty = 1, data_out = 112              164951
Clk = 0, re_wr = 0, rst_n = 1, data = 114,  full = 0, empty = 1, data_out = 112              165000
Clk = 1, re_wr = 0, rst_n = 1, data = 114,  full = 0, empty = 1, data_out = 112              165050
Clk = 1, re_wr = 0, rst_n = 1, data = 114,  full = 0, empty = 1, data_out = 113              165051
Clk = 0, re_wr = 0, rst_n = 1, data = 115,  full = 0, empty = 1, data_out = 113              165100
Clk = 1, re_wr = 0, rst_n = 1, data = 115,  full = 0, empty = 1, data_out = 113              165150
Clk = 1, re_wr = 0, rst_n = 1, data = 115,  full = 0, empty = 1, data_out = 114              165151
Clk = 0, re_wr = 0, rst_n = 1, data = 116,  full = 0, empty = 1, data_out = 114              165200
Clk = 1, re_wr = 0, rst_n = 1, data = 116,  full = 0, empty = 1, data_out = 114              165250
Clk = 1, re_wr = 0, rst_n = 1, data = 116,  full = 0, empty = 1, data_out = 115              165251
Clk = 0, re_wr = 0, rst_n = 1, data = 117,  full = 0, empty = 1, data_out = 115              165300
Clk = 1, re_wr = 0, rst_n = 1, data = 117,  full = 0, empty = 1, data_out = 115              165350
Clk = 1, re_wr = 0, rst_n = 1, data = 117,  full = 0, empty = 1, data_out = 116              165351
Clk = 0, re_wr = 0, rst_n = 1, data = 118,  full = 0, empty = 1, data_out = 116              165400
Clk = 1, re_wr = 0, rst_n = 1, data = 118,  full = 0, empty = 1, data_out = 116              165450
Clk = 1, re_wr = 0, rst_n = 1, data = 118,  full = 0, empty = 1, data_out = 117              165451
Clk = 0, re_wr = 0, rst_n = 1, data = 119,  full = 0, empty = 1, data_out = 117              165500
Clk = 1, re_wr = 0, rst_n = 1, data = 119,  full = 0, empty = 1, data_out = 117              165550
Clk = 1, re_wr = 0, rst_n = 1, data = 119,  full = 0, empty = 1, data_out = 118              165551
Clk = 0, re_wr = 0, rst_n = 1, data = 120,  full = 0, empty = 1, data_out = 118              165600
Clk = 1, re_wr = 0, rst_n = 1, data = 120,  full = 0, empty = 1, data_out = 118              165650
Clk = 1, re_wr = 0, rst_n = 1, data = 120,  full = 0, empty = 1, data_out = 119              165651
Clk = 0, re_wr = 0, rst_n = 1, data = 121,  full = 0, empty = 1, data_out = 119              165700
Clk = 1, re_wr = 0, rst_n = 1, data = 121,  full = 0, empty = 1, data_out = 119              165750
Clk = 1, re_wr = 0, rst_n = 1, data = 121,  full = 0, empty = 1, data_out = 120              165751
Clk = 0, re_wr = 0, rst_n = 1, data = 122,  full = 0, empty = 1, data_out = 120              165800
Clk = 1, re_wr = 0, rst_n = 1, data = 122,  full = 0, empty = 1, data_out = 120              165850
Clk = 1, re_wr = 0, rst_n = 1, data = 122,  full = 0, empty = 1, data_out = 121              165851
Clk = 0, re_wr = 0, rst_n = 1, data = 123,  full = 0, empty = 1, data_out = 121              165900
Clk = 1, re_wr = 0, rst_n = 1, data = 123,  full = 0, empty = 1, data_out = 121              165950
Clk = 1, re_wr = 0, rst_n = 1, data = 123,  full = 0, empty = 1, data_out = 122              165951
Clk = 0, re_wr = 0, rst_n = 1, data = 124,  full = 0, empty = 1, data_out = 122              166000
Clk = 1, re_wr = 0, rst_n = 1, data = 124,  full = 0, empty = 1, data_out = 122              166050
Clk = 1, re_wr = 0, rst_n = 1, data = 124,  full = 0, empty = 1, data_out = 123              166051
Clk = 0, re_wr = 0, rst_n = 1, data = 125,  full = 0, empty = 1, data_out = 123              166100
Clk = 1, re_wr = 0, rst_n = 1, data = 125,  full = 0, empty = 1, data_out = 123              166150
Clk = 1, re_wr = 0, rst_n = 1, data = 125,  full = 0, empty = 1, data_out = 124              166151
Clk = 0, re_wr = 0, rst_n = 1, data = 126,  full = 0, empty = 1, data_out = 124              166200
Clk = 1, re_wr = 0, rst_n = 1, data = 126,  full = 0, empty = 1, data_out = 124              166250
Clk = 1, re_wr = 0, rst_n = 1, data = 126,  full = 0, empty = 1, data_out = 125              166251
Clk = 0, re_wr = 0, rst_n = 1, data = 127,  full = 0, empty = 1, data_out = 125              166300
Clk = 1, re_wr = 0, rst_n = 1, data = 127,  full = 0, empty = 1, data_out = 125              166350
Clk = 1, re_wr = 0, rst_n = 1, data = 127,  full = 0, empty = 1, data_out = 126              166351
Clk = 0, re_wr = 0, rst_n = 1, data = 128,  full = 0, empty = 1, data_out = 126              166400
Clk = 1, re_wr = 0, rst_n = 1, data = 128,  full = 0, empty = 1, data_out = 126              166450
Clk = 1, re_wr = 0, rst_n = 1, data = 128,  full = 0, empty = 1, data_out = 127              166451
Clk = 0, re_wr = 0, rst_n = 1, data = 129,  full = 0, empty = 1, data_out = 127              166500
Clk = 1, re_wr = 0, rst_n = 1, data = 129,  full = 0, empty = 1, data_out = 127              166550
Clk = 1, re_wr = 0, rst_n = 1, data = 129,  full = 0, empty = 1, data_out = 128              166551
Clk = 0, re_wr = 0, rst_n = 1, data = 130,  full = 0, empty = 1, data_out = 128              166600
Clk = 1, re_wr = 0, rst_n = 1, data = 130,  full = 0, empty = 1, data_out = 128              166650
Clk = 1, re_wr = 0, rst_n = 1, data = 130,  full = 0, empty = 1, data_out = 129              166651
Clk = 0, re_wr = 0, rst_n = 1, data = 131,  full = 0, empty = 1, data_out = 129              166700
Clk = 1, re_wr = 0, rst_n = 1, data = 131,  full = 0, empty = 1, data_out = 129              166750
Clk = 1, re_wr = 0, rst_n = 1, data = 131,  full = 0, empty = 1, data_out = 130              166751
Clk = 0, re_wr = 0, rst_n = 1, data = 132,  full = 0, empty = 1, data_out = 130              166800
Clk = 1, re_wr = 0, rst_n = 1, data = 132,  full = 0, empty = 1, data_out = 130              166850
Clk = 1, re_wr = 0, rst_n = 1, data = 132,  full = 0, empty = 1, data_out = 131              166851
Clk = 0, re_wr = 0, rst_n = 1, data = 133,  full = 0, empty = 1, data_out = 131              166900
Clk = 1, re_wr = 0, rst_n = 1, data = 133,  full = 0, empty = 1, data_out = 131              166950
Clk = 1, re_wr = 0, rst_n = 1, data = 133,  full = 0, empty = 1, data_out = 132              166951
Clk = 0, re_wr = 0, rst_n = 1, data = 134,  full = 0, empty = 1, data_out = 132              167000
Clk = 1, re_wr = 0, rst_n = 1, data = 134,  full = 0, empty = 1, data_out = 132              167050
Clk = 1, re_wr = 0, rst_n = 1, data = 134,  full = 0, empty = 1, data_out = 133              167051
Clk = 0, re_wr = 0, rst_n = 1, data = 135,  full = 0, empty = 1, data_out = 133              167100
Clk = 1, re_wr = 0, rst_n = 1, data = 135,  full = 0, empty = 1, data_out = 133              167150
Clk = 1, re_wr = 0, rst_n = 1, data = 135,  full = 0, empty = 1, data_out = 134              167151
Clk = 0, re_wr = 0, rst_n = 1, data = 136,  full = 0, empty = 1, data_out = 134              167200
Clk = 1, re_wr = 0, rst_n = 1, data = 136,  full = 0, empty = 1, data_out = 134              167250
Clk = 1, re_wr = 0, rst_n = 1, data = 136,  full = 0, empty = 1, data_out = 135              167251
Clk = 0, re_wr = 0, rst_n = 1, data = 137,  full = 0, empty = 1, data_out = 135              167300
Clk = 1, re_wr = 0, rst_n = 1, data = 137,  full = 0, empty = 1, data_out = 135              167350
Clk = 1, re_wr = 0, rst_n = 1, data = 137,  full = 0, empty = 1, data_out = 136              167351
Clk = 0, re_wr = 0, rst_n = 1, data = 138,  full = 0, empty = 1, data_out = 136              167400
Clk = 1, re_wr = 0, rst_n = 1, data = 138,  full = 0, empty = 1, data_out = 136              167450
Clk = 1, re_wr = 0, rst_n = 1, data = 138,  full = 0, empty = 1, data_out = 137              167451
Clk = 0, re_wr = 0, rst_n = 1, data = 139,  full = 0, empty = 1, data_out = 137              167500
Clk = 1, re_wr = 0, rst_n = 1, data = 139,  full = 0, empty = 1, data_out = 137              167550
Clk = 1, re_wr = 0, rst_n = 1, data = 139,  full = 0, empty = 1, data_out = 138              167551
Clk = 0, re_wr = 0, rst_n = 1, data = 140,  full = 0, empty = 1, data_out = 138              167600
Clk = 1, re_wr = 0, rst_n = 1, data = 140,  full = 0, empty = 1, data_out = 138              167650
Clk = 1, re_wr = 0, rst_n = 1, data = 140,  full = 0, empty = 1, data_out = 139              167651
Clk = 0, re_wr = 0, rst_n = 1, data = 141,  full = 0, empty = 1, data_out = 139              167700
Clk = 1, re_wr = 0, rst_n = 1, data = 141,  full = 0, empty = 1, data_out = 139              167750
Clk = 1, re_wr = 0, rst_n = 1, data = 141,  full = 0, empty = 1, data_out = 140              167751
Clk = 0, re_wr = 0, rst_n = 1, data = 142,  full = 0, empty = 1, data_out = 140              167800
Clk = 1, re_wr = 0, rst_n = 1, data = 142,  full = 0, empty = 1, data_out = 140              167850
Clk = 1, re_wr = 0, rst_n = 1, data = 142,  full = 0, empty = 1, data_out = 141              167851
Clk = 0, re_wr = 0, rst_n = 1, data = 143,  full = 0, empty = 1, data_out = 141              167900
Clk = 1, re_wr = 0, rst_n = 1, data = 143,  full = 0, empty = 1, data_out = 141              167950
Clk = 1, re_wr = 0, rst_n = 1, data = 143,  full = 0, empty = 1, data_out = 142              167951
Clk = 0, re_wr = 0, rst_n = 1, data = 144,  full = 0, empty = 1, data_out = 142              168000
Clk = 1, re_wr = 0, rst_n = 1, data = 144,  full = 0, empty = 1, data_out = 142              168050
Clk = 1, re_wr = 0, rst_n = 1, data = 144,  full = 0, empty = 1, data_out = 143              168051
Clk = 0, re_wr = 0, rst_n = 1, data = 145,  full = 0, empty = 1, data_out = 143              168100
Clk = 1, re_wr = 0, rst_n = 1, data = 145,  full = 0, empty = 1, data_out = 143              168150
Clk = 1, re_wr = 0, rst_n = 1, data = 145,  full = 0, empty = 1, data_out = 144              168151
Clk = 0, re_wr = 0, rst_n = 1, data = 146,  full = 0, empty = 1, data_out = 144              168200
Clk = 1, re_wr = 0, rst_n = 1, data = 146,  full = 0, empty = 1, data_out = 144              168250
Clk = 1, re_wr = 0, rst_n = 1, data = 146,  full = 0, empty = 1, data_out = 145              168251
Clk = 0, re_wr = 0, rst_n = 1, data = 147,  full = 0, empty = 1, data_out = 145              168300
Clk = 1, re_wr = 0, rst_n = 1, data = 147,  full = 0, empty = 1, data_out = 145              168350
Clk = 1, re_wr = 0, rst_n = 1, data = 147,  full = 0, empty = 1, data_out = 146              168351
Clk = 0, re_wr = 0, rst_n = 1, data = 148,  full = 0, empty = 1, data_out = 146              168400
Clk = 1, re_wr = 0, rst_n = 1, data = 148,  full = 0, empty = 1, data_out = 146              168450
Clk = 1, re_wr = 0, rst_n = 1, data = 148,  full = 0, empty = 1, data_out = 147              168451
Clk = 0, re_wr = 0, rst_n = 1, data = 149,  full = 0, empty = 1, data_out = 147              168500
Clk = 1, re_wr = 0, rst_n = 1, data = 149,  full = 0, empty = 1, data_out = 147              168550
Clk = 1, re_wr = 0, rst_n = 1, data = 149,  full = 0, empty = 1, data_out = 148              168551
Clk = 0, re_wr = 0, rst_n = 1, data = 150,  full = 0, empty = 1, data_out = 148              168600
Clk = 1, re_wr = 0, rst_n = 1, data = 150,  full = 0, empty = 1, data_out = 148              168650
